track.name,Song_title.x,Artist,Genre,file_name,song_id,danceability,energy,key,key_name,loudness,mode,mode_name,speechiness,acousticness,instrumentalness,liveness,valence,valence_1000songs,std_valence_1000songs,arousal_1000songs,std_arousal_1000songs,tempo,track.id,track.preview_url,track.uri
NA,Yr Blues Tripping,The Rope River Blues Band,Blues,77.mp3,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,1.1972,4.2,2.1499,NA,NA,NA,NA
NA,How to go to sleep,Mr. & Mrs. Smith,Blues,78.mp3,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,2.0248,3.4,1.6465,NA,NA,NA,NA
NA,No Holiday,Digital Primitives,Blues,79.mp3,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,1.4337,5.5,2.2236,NA,NA,NA,NA
NA,The Newest Fashions,The Agrarians,Blues,81.mp3,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,1.792,6.1,2.0248,NA,NA,NA,NA
NA,Goin On,Mr. & Mrs. Smith,Blues,82.mp3,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,1.7159,2.9,1.5239,NA,NA,NA,NA
NA,If You Love Me Like You Say,Paul  Wine  Jones,Blues,83.mp3,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,1.8135,6.1,1.1005,NA,NA,NA,NA
NA,Out Of Our Heads,Lantern,Blues,85.mp3,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,1.6865,7.1,1.1972,NA,NA,NA,NA
NA,Eat at Joe's,Eat at Joe's,Blues,86.mp3,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,1.2649,5.4,1.7127,NA,NA,NA,NA
NA,Untitled 04,Mountain Cult,Blues,87.mp3,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,0.96609,5.3,2.5841,NA,NA,NA,NA
NA,We All Fall Down,Lorenzo's Music,Blues,88.mp3,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,1.354,6.7,1.8288,NA,NA,NA,NA
NA,Common Experiences Man,The New Mystikal Troubadours,Blues,89.mp3,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,2.1499,4.5,2.4152,NA,NA,NA,NA
NA,Wood For The Trees,Fit and the Conniptions,Blues,90.mp3,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,1.8135,4.3,1.8288,NA,NA,NA,NA
NA,One,Sim Cain,Blues,91.mp3,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,1.2693,4.5,1.5092,NA,NA,NA,NA
NA,Further,The Rope River Blues Band,Blues,92.mp3,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,1.8886,5.8,2.2998,NA,NA,NA,NA
NA,Waitin' (Live @ KEXP),Betsy Olson,Blues,93.mp3,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1.8257,7.2,0.78881,NA,NA,NA,NA
NA,Aces and Twos (Live @ KEXP),The Devil Makes Three,Blues,96.mp3,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,1.3703,6.8,1.3984,NA,NA,NA,NA
NA,The Index of Memory,The Agrarians,Blues,98.mp3,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,1.4944,4.3,1.8288,NA,NA,NA,NA
NA,Chamber Blues' Tidal Band Presents,The New Mystikal Troubadours,Blues,99.mp3,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,2.079,4.3,1.9465,NA,NA,NA,NA
NA,Least the Ocean is Wet,Mr. & Mrs. Smith,Blues,101.mp3,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,0.91894,3.4,1.7127,NA,NA,NA,NA
NA,Untitled 01,Mountain Cult,Blues,103.mp3,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,1.8886,5.6,2.0111,NA,NA,NA,NA
NA,Ben Jonson's Blues,The Rope River Blues Band,Blues,104.mp3,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,1.8886,6.1,1.912,NA,NA,NA,NA
NA,We Three Kings,Tarred Brigade,Blues,107.mp3,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,2.2509,6,2.1082,NA,NA,NA,NA
NA,Giving Away The Bride (Live @ KEXP),Califone,Blues,108.mp3,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,2.044,4.5,1.7159,NA,NA,NA,NA
NA,You're the Wave  Wander!,The Agrarians,Blues,109.mp3,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,1.5811,4.4,2.3664,NA,NA,NA,NA
NA,(Come On and Feele) The Faith in Me,The Agrarians,Blues,110.mp3,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,0.91894,4.4,1.8974,NA,NA,NA,NA
NA,Big Mamou,Barrence Whitfield and The Savages,Blues,112.mp3,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,1.6465,6.8,1.0328,NA,NA,NA,NA
NA,(Shuffling Towards) Art's Holy Shrine,The New Mystikal Troubadours,Blues,113.mp3,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,0.91894,5.4,1.3499,NA,NA,NA,NA
NA,Inne (Live @ KEXP),Vieux Farka Touré,Blues,114.mp3,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,0.94868,4.8,0.78881,NA,NA,NA,NA
NA,Bip Bop Bip,Barrence Whitfield and The Savages,Blues,115.mp3,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,1.2293,8.4,0.69921,NA,NA,NA,NA
NA,Queen of Loneliness,Delta Dreambox,Blues,117.mp3,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1.8257,3.9,1.5239,NA,NA,NA,NA
NA,America,Cooper-Moore & Assif Tsahar,Blues,118.mp3,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,1.9551,4.9,2.0248,NA,NA,NA,NA
NA,The not so flashy Exit,Mr. & Mrs. Smith,Blues,121.mp3,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,1.5951,3.1,0.8756,NA,NA,NA,NA
NA,The Attack of Ev'ry Time,The Agrarians,Blues,122.mp3,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,1.9551,5.5,2.0138,NA,NA,NA,NA
NA,Awei Womei (Live @ KEXP),Vieux Farka Touré,Blues,123.mp3,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,1.5492,6.1,1.6633,NA,NA,NA,NA
NA,The Banks of Eternity,The Agrarians,Blues,124.mp3,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,0.78881,3.7,1.3375,NA,NA,NA,NA
NA,Songtress' Sweet Song,The Agrarians,Blues,125.mp3,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,1.3984,4.5,1.9579,NA,NA,NA,NA
NA,Le petit jardin (with Les Gauchers Orchestra),Lee Maddeford,Classical,126.mp3,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,1.4491,5.1,1.7288,NA,NA,NA,NA
NA,Strides,Jared C. Balogh,Classical,130.mp3,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,1.3984,3.3,1.4944,NA,NA,NA,NA
NA,Wonderland (Instrumental),Dexter Britain,Classical,131.mp3,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,1.7288,6.1,1.1005,NA,NA,NA,NA
NA,Aleph,Ophir Ilzetzki,Classical,133.mp3,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,1.2293,2.8,2.0976,NA,NA,NA,NA
NA,O Solitude (H,Jody Pou,Classical,135.mp3,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,1.5092,3.7,2.3594,NA,NA,NA,NA
NA,I,Aaron Dunn-Sonatina No. 1 in C Major,Classical,137.mp3,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,1.3984,4.3,1.767,NA,NA,NA,NA
NA,Encounters With Abusive Men,Silver Process,Classical,138.mp3,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,0.96609,3.8,2.7809,NA,NA,NA,NA
NA,Shaking Off The Rust,Jared C. Balogh,Classical,140.mp3,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,2.1213,4.2,1.5492,NA,NA,NA,NA
NA,Carosello,Circus Marcus-Aux puces nº2,Classical,142.mp3,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,1.8135,4.6,1.8974,NA,NA,NA,NA
NA,Aux puces nº5,Circus Marcus,Classical,143.mp3,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,1.5239,4,1.8257,NA,NA,NA,NA
NA,Nine,Marcel Pequel,Classical,146.mp3,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2.0138,2.4,1.8974,NA,NA,NA,NA
NA,Bending Light Infinity version,krackatoa,Classical,148.mp3,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2.1602,4.7,1.2517,NA,NA,NA,NA
NA,Bow to Your Neighbor (Excerpt),Steven Arntson,Classical,150.mp3,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,2.319,5,2.582,NA,NA,NA,NA
NA,Pacifico,James Beaudreau,Classical,151.mp3,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,1.354,4,2.0548,NA,NA,NA,NA
NA,Ouverture,Lee Maddeford,Classical,154.mp3,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,1.9692,4.2,1.7512,NA,NA,NA,NA
NA,Cyprus,Jared C. Balogh,Classical,155.mp3,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,0.96609,3.6,2.0656,NA,NA,NA,NA
NA,Wheel of fortune (with Les Gauchers Orchestra),Lee Maddeford,Classical,156.mp3,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,0.48305,6.4,1.2649,NA,NA,NA,NA
NA,5 00 AM,Peter Rudenko,Classical,158.mp3,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,1.5055,2.1,0.73786,NA,NA,NA,NA
NA,Awaken From A Nightmare,Silver Process,Classical,159.mp3,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,1.912,3.8,2.6998,NA,NA,NA,NA
NA,Suite for Violin 9 Hora vivace,Advent Chamber Orchestra-Bughici,Classical,160.mp3,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,1.6499,3.5,2.2236,NA,NA,NA,NA
NA,O Fortuna,MIT Concert Choir,Classical,161.mp3,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2.0138,6.3,1.2517,NA,NA,NA,NA
NA,Caught In A Realm,Jared C. Balogh,Classical,163.mp3,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,1.4337,3.6,1.3499,NA,NA,NA,NA
NA,Row Night,Silver Process-Skid,Classical,164.mp3,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,2.079,4.1,1.792,NA,NA,NA,NA
NA,Stop It (Instrumental),Dexter Britain,Classical,166.mp3,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,1.1353,3.1,1.5239,NA,NA,NA,NA
NA,Les chaises Louis XVI,Circus Marcus-Aux puces nº1,Classical,167.mp3,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,1.7029,2.7,1.4181,NA,NA,NA,NA
NA,Funeral March for Brass,Kevin MacLeod,Classical,168.mp3,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,1.6465,3.3,1.4181,NA,NA,NA,NA
NA,Black Coffee,Jody Pou,Classical,169.mp3,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,1.1353,2.4,0.84327,NA,NA,NA,NA
NA,La Flor de Olmedo,Circus Marcus-Aux puces nº6,Classical,170.mp3,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1.5635,3,1.633,NA,NA,NA,NA
NA,Ease,Andrew Bisset-Cultural Dis,Classical,173.mp3,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,1.2293,4.6,1.7764,NA,NA,NA,NA
NA,War And Peace,Jamie Evans,Classical,174.mp3,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,1.4757,4,1.6997,NA,NA,NA,NA
NA,Don't You Want to Go to Heaven Uncle Sam,Steven Arntson,Classical,175.mp3,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,1.6364,3.7,1.4181,NA,NA,NA,NA
NA,Six,Marcel Pequel,Classical,176.mp3,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,1.6633,2.4,1.7127,NA,NA,NA,NA
NA,The Time To Run,Dexter Britain,Classical,179.mp3,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2.0548,5.2,2.1499,NA,NA,NA,NA
NA,Bridging and Mending,Jared C. Balogh,Classical,180.mp3,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,1.4491,4.8,1.9889,NA,NA,NA,NA
NA,A Muddy Heart,Steven Arntson,Classical,181.mp3,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,0.97183,3.7,2.2136,NA,NA,NA,NA
NA,Dedicated to Elizabeth Cotten (with Matt Bauder),Jessica Pavone,Classical,182.mp3,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,2.1628,2.2,0.91894,NA,NA,NA,NA
NA,imagined version),Fabrizio Paterlini-Forever blue (March Rosetta re,Classical,184.mp3,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,1.1738,3.6,1.9551,NA,NA,NA,NA
NA,Nights Tale,Dexter Britain,Classical,186.mp3,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.6997,3.7,1.767,NA,NA,NA,NA
NA,Tom's Lullaby (with Les Gauchers Orchestra),Lee Maddeford,Classical,188.mp3,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,1.6364,4,1.633,NA,NA,NA,NA
NA,Wild Rover with Bellevue Chamber Chorus,Sláinte,Classical,189.mp3,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,1.6633,6.5,1.7159,NA,NA,NA,NA
NA,Variatio 14 a 2 Clav,Kimiko Ishizaka,Classical,191.mp3,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,2.0028,5.1,2.1318,NA,NA,NA,NA
NA,Lucky,Steven Arntson,Classical,192.mp3,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,0.56765,5.8,0.63246,NA,NA,NA,NA
NA,Hands,Matthew Mehlan,Classical,193.mp3,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.4142,4.1,1.912,NA,NA,NA,NA
NA,Golden Alley Reprise,Rebecca Foon,Classical,195.mp3,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,0.82327,4.2,2.044,NA,NA,NA,NA
NA,Borodin Butterfly,Lanark,Classical,196.mp3,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,1.7159,4.3,1.767,NA,NA,NA,NA
NA,Eight,Marcel Pequel,Classical,197.mp3,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,1.3984,2.2,1.4757,NA,NA,NA,NA
NA,Red Danube,Lee Rosevere,Classical,198.mp3,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,1.8886,1.9,0.73786,NA,NA,NA,NA
NA,Spring Mvt 1 Allegro,John Harrison with the Wichita State University Chamber Players,Classical,199.mp3,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,1.3375,5.3,1.567,NA,NA,NA,NA
NA,God Rest Ye Merry Gentlemen,Chance's end,Classical,202.mp3,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,1.4757,4.6,1.4298,NA,NA,NA,NA
NA,WATCHING IT SNOW WHILE THINKING OF YOU,Jared C. Balogh,Classical,203.mp3,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,1.7512,3.5,2.0683,NA,NA,NA,NA
NA,Sinfonia di Violoncello e AM RadioFinitura,Joe Merolla,Classical,204.mp3,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,1.0328,3.6,2.1187,NA,NA,NA,NA
NA,Prelude No,Chris Zabriskie,Classical,205.mp3,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,2.1213,3,1.4907,NA,NA,NA,NA
NA,Unisons,Ophir Ilzetzki,Classical,206.mp3,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,1.075,2.3,0.82327,NA,NA,NA,NA
NA,Notebook Reading,Dexter Britain,Classical,207.mp3,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,2.5734,4.8,2.201,NA,NA,NA,NA
NA,Leave Well Enough Alone (Instrumental),Dexter Britain,Classical,208.mp3,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,1.0801,4.8,2.1499,NA,NA,NA,NA
NA,Amazing Grace 2011,Kevin MacLeod,Classical,209.mp3,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,1.9551,3.1,0.99443,NA,NA,NA,NA
NA,Suite for Violin 8 Ardeleneascamoderato,Advent Chamber Orchestra-Bughici,Classical,210.mp3,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,2.273,4.2,2.2509,NA,NA,NA,NA
NA,My Song For January,Dexter Britain,Classical,212.mp3,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,1.8974,4.6,1.6465,NA,NA,NA,NA
NA,Graveyard Illusions,Silver Process,Classical,213.mp3,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,1.7159,2.6,1.5776,NA,NA,NA,NA
NA,Blue sox,Arnaud Roy,Classical,214.mp3,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,1.6633,3.6,2.0656,NA,NA,NA,NA
NA,In A Party Watching A Party,Silver Process,Classical,215.mp3,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,1.2649,3.2,2.201,NA,NA,NA,NA
NA,On Things Invisible to the Eye (Act II),Lloyd Rodgers,Classical,216.mp3,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,1.1595,4.5,1.6499,NA,NA,NA,NA
NA,the piano of the old seaman,Evgeny Grinko,Classical,218.mp3,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.5635,2.9,1.4491,NA,NA,NA,NA
NA,The Book of Floating,The New Heaven and The New Earth,Classical,219.mp3,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,1.5492,2.4,0.84327,NA,NA,NA,NA
NA,Jazz Band With Jazz Hands,Silver Process,Classical,220.mp3,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,1.075,4.1,1.5951,NA,NA,NA,NA
NA,First,The New York Underground Orchestra (Conducted By Assif Tsahar),Classical,221.mp3,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,1.8974,4.3,1.6364,NA,NA,NA,NA
NA,ha'zman,Ophir Ilzetzki,Classical,222.mp3,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,2.4967,3.8,1.3984,NA,NA,NA,NA
NA,One,Marcel Pequel,Classical,223.mp3,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2.273,2.2,1.1353,NA,NA,NA,NA
NA,jingles interludes et dimanche minuit,LE CHEVALIER DE RINCHY,Classical,224.mp3,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,1.8886,5.5,1.5811,NA,NA,NA,NA
NA,The Anticipation Of Spring,Jared C. Balogh,Classical,225.mp3,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,1.6865,3.7,1.9465,NA,NA,NA,NA
NA,A TOUGH DECISION,Jared C. Balogh,Classical,226.mp3,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1.633,4.9,1.792,NA,NA,NA,NA
NA,SELF REFLECT,Jared C. Balogh,Classical,227.mp3,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,1.5811,3.1,1.1972,NA,NA,NA,NA
NA,Woody Allen,Evgeny Grinko,Classical,228.mp3,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.3333,3.5,1.7159,NA,NA,NA,NA
NA,Slow Motion Strut Version Two,Dexter Britain,Classical,229.mp3,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,1.5492,4.8,1.6865,NA,NA,NA,NA
NA,Train,Dexter Britain,Classical,231.mp3,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,1.7764,4.1,1.5239,NA,NA,NA,NA
NA,Serenade for Strings Op22 in E Major larghetto,Advent Chamber Orchestra-Dvorak,Classical,232.mp3,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,1.0593,2.5,1.8409,NA,NA,NA,NA
NA,HURRY UP AND RAIN,Jared C. Balogh,Classical,233.mp3,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,1.9003,4.7,1.567,NA,NA,NA,NA
NA,Dedicated to Leroy Jenkins,Jessica Pavone,Classical,234.mp3,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,1.5239,3.5,2.5055,NA,NA,NA,NA
NA,Flight of the Moth,Steven Arntson,Classical,235.mp3,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,1.4181,3,1.1547,NA,NA,NA,NA
NA,Transmutation Of Metals,Chuck Bettis & Joe Merolla,Classical,236.mp3,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,1.2649,2.5,1.5811,NA,NA,NA,NA
NA,Birth,Steven Arntson,Classical,237.mp3,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,1.3703,4.2,2.201,NA,NA,NA,NA
NA,BWV 846,Kevin MacLeod-J. S. Bach  Prelude in C,Classical,238.mp3,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,1.8974,3,2.0548,NA,NA,NA,NA
NA,Seven,Marcel Pequel,Classical,239.mp3,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,1.6364,2.3,2.0028,NA,NA,NA,NA
NA,After The Week I've Had,Dexter Britain,Classical,241.mp3,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,1.4298,4.1,2.2336,NA,NA,NA,NA
NA,Silent Night,IKOS David Clifton with the choirs of Peterborough Cathedral,Classical,242.mp3,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,1.6364,3.5,1.8409,NA,NA,NA,NA
NA,Ave formosissima — O Fortuna (reprise),MIT Concert Choir,Classical,243.mp3,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,2.2828,7.2,1.4757,NA,NA,NA,NA
NA,Valediction,Steven Arntson,Classical,244.mp3,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,1.7512,4.3,1.4181,NA,NA,NA,NA
NA,Entrance to the Queen of Sheba for Two Oboes Strings and Continuo allegro,Advent Chamber Orchestra-Handel,Classical,245.mp3,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,1.6633,4.2,2.0976,NA,NA,NA,NA
NA,Traumatic Childhood,Silver Process,Classical,246.mp3,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,2.1499,4.9,2.8067,NA,NA,NA,NA
NA,Micro Composition 10,Jared C. Balogh,Classical,247.mp3,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,1.354,3.9,1.2867,NA,NA,NA,NA
NA,Chasing Time,Dexter Britain,Classical,248.mp3,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,1.0593,3.4,1.6465,NA,NA,NA,NA
NA,Winter Mvt 3 Allegro,John Harrison with the Wichita State University Chamber Players,Classical,250.mp3,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,1.4298,3.4,2.1705,NA,NA,NA,NA
NA,Dance!,The Rope River Blues Band,Country,253.mp3,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,0.84984,6.6,1.6465,NA,NA,NA,NA
NA,Original Rags (1900 piano roll),Scott Joplin,Country,254.mp3,254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,1.1738,5.3,2.406,NA,NA,NA,NA
NA,Wine Wine Wine,Stompin' Riff Raffs,Country,257.mp3,257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,1.792,7.6,1.5776,NA,NA,NA,NA
NA,ChainSmoke Days,Mr. & Mrs. Smith,Country,258.mp3,258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,1.4181,4.3,1.4181,NA,NA,NA,NA
NA,Detroit,The Moaners,Country,260.mp3,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,1.7127,5.3,1.4944,NA,NA,NA,NA
NA,The Entertainer (1902 piano roll),Scott Joplin,Country,262.mp3,262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,0.99443,5.6,1.5776,NA,NA,NA,NA
NA,Emmet's Cuckoo Song,George P. Watson,Country,265.mp3,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,0.69921,4.5,1.7795,NA,NA,NA,NA
NA,SOLO ACOUSTIC GUITAR,Jason Shaw,Country,266.mp3,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,2.044,3.6,1.5776,NA,NA,NA,NA
