track.name,Song_title,danceability,energy,key,key_name,loudness,mode,mode_name,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track.id,track.preview_url,track.uri
Santa Leone,Santa Leone,0.506,0.578,11,B,-7.407,0,minor,0.028,0.154,0.926,0.13,0.45,100.078,2mCzSMAq34LZgDr7WToIXl,https://p.scdn.co/mp3-preview/f1b87522a5a3150553fdd1495e9aafbceb03c3dc?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:2mCzSMAq34LZgDr7WToIXl
Hey Grrl,Hey Grrl,0.143,0.964,11,B,-4.5,1,major,0.134,0.00641,0.00329,0.104,0.0547,179.509,4n6XDbKer2uSuLl4VZqPjP,https://p.scdn.co/mp3-preview/34bc4fb051819058faf9d445665ba2a45ccd5c8f?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:4n6XDbKer2uSuLl4VZqPjP
Favorite Secrets,Favorite Secrets,0.812,0.79,1,C#,-7.645,0,minor,0.0354,1.28e-4,0.813,0.269,0.571,117.454,42cZJ4rFyi0GFDEdX0mokR,https://p.scdn.co/mp3-preview/034997296d54d57f320c8b0453c87a73a0b03459?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:42cZJ4rFyi0GFDEdX0mokR
Trailblazer,Trailblazer,0.688,0.657,5,F,-9.957,1,major,0.0389,0.00983,0.845,0.302,0.235,121.973,5TCfryKXZ9IW4k7ziIjwJz,https://p.scdn.co/mp3-preview/3406fe5b285e4e9ddf01b3e4daa87af618cb0bec?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:5TCfryKXZ9IW4k7ziIjwJz
Indyair,Indyair,0.243,0.505,2,D,-8.594,1,major,0.0405,1.32e-5,0.852,0.362,0.216,120.1,6GVQO3X3fO2HwfC4LpP2Vu,https://p.scdn.co/mp3-preview/6357c3c399d11b5861dc73069d9056d941b20638?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:6GVQO3X3fO2HwfC4LpP2Vu
Helix Nebula,Helix Nebula,0.393,0.993,1,C#,-4.257,0,minor,0.105,2.79e-4,0.921,0.146,0.274,149.971,1dcmLPmtJPaTGo3wr9SKDI,https://p.scdn.co/mp3-preview/34a22031c568d12bc33ec30d66504098d82368dc?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:1dcmLPmtJPaTGo3wr9SKDI
I Had a Dream (Live),I Had a Dream (Live),0.447,0.5,10,A#,-6.067,1,major,0.0427,0.974,0.339,0.215,0.0899,119.274,2lrmk9kfnPaZQ731N0L44C,https://p.scdn.co/mp3-preview/9d6474f3a06ba7b1e0e7c3fcc279c13b8186a9f7?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:2lrmk9kfnPaZQ731N0L44C
Curse of the Pharaos,Curse of the Pharaos,0.577,0.91,9,A,-9.619,0,minor,0.137,0.0146,0.292,0.109,0.608,139.91,19CcUHgo020UKjVgqC3Vfo,https://p.scdn.co/mp3-preview/f026e6a71e44456334442f20e185c2b6a6baa660?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:19CcUHgo020UKjVgqC3Vfo
Crucial Contact,Crucial Contact,0.425,0.51,11,B,-10.59,1,major,0.092,0.823,0.654,0.272,0.532,156.45,3A797MbF1QaWIr6Ij580u8,https://p.scdn.co/mp3-preview/608ebab7c2b6c19659d898fb7c9a7b500afa35a0?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:3A797MbF1QaWIr6Ij580u8
Suck City,Suck City,0.292,0.635,0,C,-4.374,1,major,0.052,0,0.911,0.208,0.134,89.853,1UncV8tg1UrKSd936eN3bz,https://p.scdn.co/mp3-preview/d387d77377ed0f1528b23c9e292124d47d024fa1?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:1UncV8tg1UrKSd936eN3bz
Absolutely Gorgeous,Absolutely Gorgeous,0.575,0.987,1,C#,-3.948,1,major,0.055,7.87e-5,0.776,0.47,0.308,121.323,7q1dUtd4oOJF376ZEdC3yz,https://p.scdn.co/mp3-preview/fe4a66aee6354e6af15ca4516bac0fbe2f036d4f?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:7q1dUtd4oOJF376ZEdC3yz
Deck the Halls,Deck the Halls,0.554,0.324,11,B,-14.269,1,major,0.0299,0.907,0.116,0.111,0.447,144.078,21F3BSkJAEiUAt34fdR6Yn,https://p.scdn.co/mp3-preview/ec2bbeb8e048cc211f8917234719822959a79ed5?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:21F3BSkJAEiUAt34fdR6Yn
Tell The Police The Truth,Tell The Police The Truth,0.57,0.783,3,D#,-6.502,0,minor,0.0318,2.59e-4,0.772,0.112,0.968,132.283,4mmXB9JVEIQbNbWcrQE715,https://p.scdn.co/mp3-preview/61403e9ca3aaaaec78100570c26bb2b05f865baf?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:4mmXB9JVEIQbNbWcrQE715
Bottums Up - Randan Mix,Bottums Up - Randan Mix,0.818,0.945,1,C#,-6.465,1,major,0.222,0.00119,0.845,0.389,0.61,135.021,1NZxCf9zFfPc3UsW3p2Ie8,https://p.scdn.co/mp3-preview/deb7e283c8b5e4597e2c95084ae4821c64c57f3f?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:1NZxCf9zFfPc3UsW3p2Ie8
Tripped and Fell In Love,Tripped and Fell In Love,0.879,0.613,0,C,-7.024,1,major,0.0532,0.0134,0.0953,0.0823,0.828,120.007,1QexqQzDJqLCs4AaUuFbYr,https://p.scdn.co/mp3-preview/726a5e7d67269b8c85a67e100cef36a98a450adf?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:1QexqQzDJqLCs4AaUuFbYr
Zebra,Zebra,0.612,0.476,8,G#,-8.256,1,major,0.0275,0.861,0.00401,0.147,0.257,118.383,0ZAhJvqW67Epg4IsLIaSTR,https://p.scdn.co/mp3-preview/d610b107b38b6991d2bab9cb2d2be72b3734b770?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:0ZAhJvqW67Epg4IsLIaSTR
New Girl,New Girl,0.451,0.959,0,C,-3.883,1,major,0.047,9.5e-4,5.13e-6,0.421,0.908,104.725,7bFNtX22XJMy5TuEpQfa3C,NA,spotify:track:7bFNtX22XJMy5TuEpQfa3C
Hit & Run,Hit & Run,0.194,0.883,2,D,-6.766,1,major,0.202,1.16e-4,0.00307,0.098,0.361,151.188,2Uuq5DQ7YAfaGC4gsswt8F,NA,spotify:track:2Uuq5DQ7YAfaGC4gsswt8F
Moving Away,Moving Away,0.661,0.302,1,C#,-16.06,0,minor,0.358,0.0735,0,0.123,0.461,111.313,4ApdnOTaOnq8whD0nZqOY7,https://p.scdn.co/mp3-preview/edf7a5b1f47113844cd2e615a6d802abc3ee0dfa?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:4ApdnOTaOnq8whD0nZqOY7
